value
"2019:02:08:02:36:01,406,107602,30.183861382746542,31.066464015105158,28.348307923406537,0,0,250,1550676613,330,300,2400,0,0,6.820638797589709,22.748314215532446,130.33563637394982,131.8826603776528,417765,0.12156215084646191,5681,6002,0,0,32768,202,0,2,256,0,60.06165481863442,0,1,316.65063821167786,0,111,251,0,60.09957222035606"
"2019:05:21:08:40:00,063,107602,21.040344521318183,20.434675633125334,18.756459997890126,0,0,250,1552019296,330,300,2400,0,0,6.9512389851333864,22.349890752925056,128.36589849594532,129.8770643846263,424181,0.14607914119696944,5862,6002,4096,2,32768,202,0,2,0,0,60.009921192034525,38,1,312.9615413011805,0,107,252,0,59.91584118289767"
"2019:02:02:01:28:00,953,107602,17.27455160549593,16.831999533546394,15.999758388527733,0,0,250,1556088714,330,300,2400,0,0,6.778287911622101,22.58587664884326,129.57588385658454,131.14188736266078,457632,0.15519209159610908,6152,0,0,0,0,202,0,2,0,0,60.02800511055859,0,1,317.94366668247017,0,107,233,0,60.10727616493474"
"2019:02:05:14:24:00,281,107602,36.05124341353367,35.19929823324346,33.07517404581595,0,0,250,1552243089,330,300,2400,0,0,6.86517972641559,22.53265661953119,128.569818018355,130.38689902946862,424234,0.13997968553492685,5856,0,0,0,0,202,0,2,0,0,59.98270487620793,0,1,312.4490941743286,0,111,190,0,59.895104003419306"
"2019:10:08:06:56:00,312,107602,31.074644216086018,31.470753733451417,28.695684622942643,62,0,250,1556088785,330,300,2400,0,7,6.851141222237857,29.560228177071988,128.36541551110275,130.06979337370794,457632,0.12852075265675922,6152,6013,0,0,0,202,0,2,0,0,59.98267759036629,11,1,313.03257931369336,0,111,283,0,59.9173886556628"
"2019:08:28:21:45:00,161,107602,21.105342933416434,20.40164185853409,19.1185323007845,0,0,250,1556088708,330,300,2400,0,0,6.787445734200446,22.84596437633154,130.57708105545316,132.00181225341075,457632,0.16646470754611073,6152,6011,0,0,0,202,0,2,0,0,59.98942730316674,0,1,360.210528746614,0,111,306,0,59.913522234577755"
"2019:02:14:10:21:00,984,107602,18.311732062925238,18.840927924776814,15.896784375730817,55,0,250,1550090569,330,300,2400,0,0,6.822108434549591,82.44720939227409,131.80849348450138,133.22543194251483,417746,0.5272619733105239,5595,6002,0,2,0,202,0,2,0,3,60.008454586740406,31,1,321.71188050212805,0,107,307,0,60.043914458826976"
"2019:04:12:13:30:00,090,107602,28.6461001776348,27.49537065001641,25.8050793958937,177,0,250,1555010870,330,300,2400,267,85,6.973905952920177,145.81145655130823,132.09182453099055,133.76653030113812,453521,0.6020271982063423,6043,6013,0,0,0,202,0,2,256,6,59.958391776001086,109,0,376.06075540729364,407,111,262,54,59.886001399465684"
"2019:06:28:14:28:01,158,107602,17.751880946301696,17.5045498142915,14.132504393392406,127,0,478,1556088785,330,300,2400,56,0,6.82195061213497,111.98742375901784,129.58703462493432,130.9137774475683,457632,0.7670013995256159,6152,0,0,2,32768,202,0,2,256,4,59.97100884324187,73,0,369.24641992784746,541,107,341,58,60.075178300845295"
"2019:07:20:14:24:00,935,107602,16.437876576110583,17.09436291224597,14.116709251207016,106,0,636,1556088745,330,300,2400,62,79,6.967049381322795,91.90039564010077,131.79116646003678,132.5402373982346,457632,0.5308897461061133,6152,6000,0,1024,0,202,0,2,256,3,59.97758529289054,55,0,373.25529687367964,405,12,241,52,59.954865468633656"
"2019:10:07:17:50:00,077,107602,20.533239211467844,20.59661613719254,19.024354821568703,0,0,250,1556088700,330,300,2400,0,0,6.883931768223192,22.974171659238344,131.36377455693,132.21533178317912,457632,0.14474985657740036,6152,0,0,2,32768,202,0,2,0,0,59.98495607358061,0,1,318.0816650518864,0,107,214,0,60.07169055989143"
"2019:06:09:15:05:02,037,107602,22.34491851072562,22.201837922622506,19.001355741035333,95,0,647,1556088105,330,300,2400,129,0,6.91870094886508,85.67976081117232,131.17940315151645,131.65541423154062,457631,0.5498298718428124,6152,6013,4096,0,0,202,0,2,256,4,59.993214834930406,58,0,372.27525912185666,438,111,371,0,59.878876927349104"
"2019:03:14:14:00:01,359,107602,24.993965936962194,24.34902183253871,22.025128724448585,103,0,250,1556080202,330,300,2400,0,0,6.780990629757071,95.25340774684301,129.6246171824576,130.57036205616677,457625,0.1390328713758936,6152,6004,0,2,0,202,0,2,0,4,59.962733278581965,62,0,316.96400624430026,403,107,297,0,59.92195966079242"
"2019:02:09:15:36:01,171,107602,28.49116583479263,27.023882057587617,27.481640517174675,0,0,250,1552841798,330,300,2400,0,0,6.801611607290397,22.13504603520669,127.39768525888941,128.69018835738115,429278,0.1395517371175447,5931,6013,0,2,0,202,0,2,0,0,59.92851040639312,0,1,307.9352309638723,0,107,341,0,59.911571686282656"
"2019:11:30:19:34:00,712,107602,19.492952702706997,19.374687491667466,17.813057314485285,0,0,250,1553021170,330,300,2400,0,0,6.91493800697026,22.41804468030277,129.0646008476586,130.82718625173877,435679,0.14845115691263344,5960,6013,0,2,32768,202,0,2,0,0,60.00490760707704,0,8,317.3735027326554,0,107,314,0,60.07168738784152"
"2019:06:06:04:28:00,009,107602,23.86175556524613,24.06394475617053,20.881374801359197,59,0,250,1556088643,330,300,2400,0,37,6.93808220279243,80.27842046748118,129.86885027462267,131.31407203709097,457632,0.13520828105432883,6152,6002,0,0,0,202,0,2,0,0,60.01180655089905,35,1,317.283353074985,0,111,208,0,59.90613414392486"
"2019:04:12:10:51:00,703,107602,19.61293755005563,19.322253618272136,16.654124513073658,78,0,642,1556088785,330,300,2400,20,22,9.192929807219333,83.30492450262827,130.95523192365363,130.8531203735831,457632,0.5545085737650516,6152,0,0,0,0,202,0,2,256,0,59.974966572797925,50,8,369.27967763431076,367,111,305,0,60.05175949986311"
"2019:11:05:13:05:00,706,107602,21.76568343486979,21.67530037955912,19.009939380828474,0,0,250,1556088763,330,300,2400,0,0,6.8163420405835495,29.361496824263305,130.99150162965233,132.0182352252901,457632,0.15018915462540464,6152,0,0,0,32768,202,0,2,0,0,60.01049732973086,0,1,363.3928157129834,0,111,345,0,59.96506731967427"
"2019:12:18:00:33:01,232,107602,41.56971995918284,41.66193346739747,37.22483760270552,131,0,534,1553285419,330,300,2400,155,92,9.197313617094041,108.35076607127849,124.55455951658396,127.0223975422804,430488,0.1691551184502896,5959,0,0,2,32768,202,0,2,256,2,59.97912147854076,76,8,358.75765235595753,0,107,336,34,59.903974193163336"
"2019:04:19:15:06:01,180,107602,17.203356308581778,17.435989793146106,14.193600245120116,121,0,250,1556088768,330,300,2400,440,94,7.449120220140612,86.53012716026278,130.06177711873315,131.38134448069033,457632,0.5576959770618124,6152,6002,0,0,0,202,0,2,256,0,59.99929812170944,67,0,369.09424553915017,335,107,296,104,60.05954115530913"
"2019:08:08:02:42:01,121,107602,17.112511827304147,17.34999545987107,14.207174753759269,167,0,250,1556088749,330,300,2400,101,80,6.865329298605502,148.84205289983075,131.00727433125138,132.61531036622327,457632,1.626369218024629,6152,0,0,1024,0,202,0,2,256,3,59.974375351940104,103,0,373.3444470144721,418,107,285,181,60.07983007619652"
"2019:03:13:03:48:01,156,107602,16.69755322613896,16.45447079906345,14.295891077855131,0,0,250,1556088755,330,300,2400,0,0,6.791600478270993,22.761647422584065,131.09494699899514,132.3931357884314,457632,0.1341066101134493,6152,0,0,0,0,202,0,2,0,0,60.00466251761405,0,1,360.026052993862,0,111,200,0,60.11426632859438"
"2019:12:13:16:19:27,925,107602,27.607852924345206,27.393761435207853,26.90364909190248,65,0,250,1548851584,330,300,2400,0,0,6.825281726209141,27.357566218943976,127.97973653130393,129.57879483791692,399988,0.13050575258992467,5410,6002,0,0,0,202,0,2,0,0,60.0051412027076,26,1,311.20011171888603,0,111,323,0,60.09510089578457"
