value
"2019:05:12:23:10:00,976,107601,28.767822268465533,28.74228940424946,24.273432458961178,0,0,250,1550071005,330,300,2400,0,0,6.750863893748829,22.451872879756774,128.26683651299902,130.06469770901094,417516,0.13813831467454293,5590,6002,0,2,0,202,0,2,0,0,60.002727672672044,0,1,313.73945091108436,0,5,286,0,59.927965258020706"
"2019:03:27:06:39:00,015,107601,21.199706956631054,21.261902331195234,19.816129527582962,0,0,250,1556088773,330,300,2400,0,0,6.966086619371708,22.427846243739985,127.08491613174374,128.52981033525776,457632,0.1548259834542114,6152,0,0,0,0,202,0,2,0,0,59.95135550972546,0,1,311.29788743914145,0,111,252,0,60.09789086397999"
"2019:09:28:23:23:00,449,107601,16.064523726021008,16.256903667944233,14.154181873200507,99,0,674,1556088785,330,300,2400,0,0,9.190026900199737,99.13211447808426,131.35802955593243,132.09553713880595,457632,0.5748107218125369,6152,6002,0,0,0,202,0,2,256,2,59.91338269515978,63,1,373.28950191345353,0,107,318,0,59.88403675391119"
"2019:09:29:02:23:00,670,107601,20.625629710400425,20.342029451430243,18.966650536547967,0,0,250,1556088754,330,300,2400,0,0,6.954694669862874,22.481430689873015,129.0527098854538,130.0347456796706,457632,0.13146815089938174,6152,6002,0,0,0,202,0,2,0,0,60.00242019848025,0,1,314.3942312559906,0,111,233,0,59.92880920202835"
"2019:03:16:21:48:02,203,107601,30.355643500194127,30.25450962055038,31.789777919593323,0,0,250,1554896738,330,300,2400,0,0,6.974701874272796,21.97697944555184,125.66845149030294,128.0898341092443,450241,0.13328772645734716,5998,6013,0,0,32768,202,0,2,0,0,59.97062951353993,0,1,309.8989066699434,0,111,248,0,59.9155306985369"
"2019:08:31:06:51:00,869,107601,32.236953461352094,32.20633893209015,30.534694172031596,97,0,250,1556088703,330,300,2400,0,4,6.8094746166607365,87.61122452468844,129.20713780654404,131.0185273352028,457632,0.13003808640478384,6152,0,0,0,0,202,0,2,256,3,59.97905773025024,56,1,315.79930731696226,0,111,275,0,59.8706555328557"
"2019:10:07:17:32:01,115,107601,22.029097702747094,21.91678429346102,20.135048872122205,0,0,250,1551052343,330,300,2400,0,0,6.774114063253364,22.79771964537431,130.2128449289754,131.52699224182726,418795,0.13223289118912362,5684,6011,0,2,32768,202,0,2,0,0,59.97029008713361,0,1,317.07929453018806,0,107,214,0,59.91773928712213"
"2019:02:28:23:01:00,468,107601,36.53339856837992,35.676631910464494,33.095716763877135,0,0,250,1546493529,330,300,2400,0,0,6.8492825732191704,22.814158866456275,126.82911409503431,127.72266702882162,384885,0.1303147302760044,5306,6002,0,0,32768,202,0,2,0,0,59.951293870831215,0,1,309.59779203008003,0,111,318,0,60.06835667013256"
"2019:10:02:08:42:01,126,107601,30.91532805391762,32.637883060636526,29.38258771138353,223,0,250,1556088772,330,300,2400,415,168,8.967544724123437,177.57859619232477,129.68787179296922,131.59988392043596,457632,2.217965184518689,6152,0,0,2,32768,202,0,2,256,6,59.97886416646626,128,0,370.1618687991853,398,107,395,42,59.886360051514714"
"2019:06:05:13:04:00,880,107601,30.882046495571554,30.594082266259647,27.655631805004667,109,0,250,1554120674,330,300,2400,0,86,6.865011539963234,98.9361167648429,129.68388966343772,131.76405442973774,449654,0.13330242141913914,5997,6000,0,2,32768,202,0,2,0,4,59.991493053647936,64,0,317.14508859201817,0,107,263,0,59.91782730693838"
